"","submit_name","submit_bety_id","submit_in_PFT","accept_name","accept_bety_id","accept_in_PFT","sourceid","score","authority","uri","case"
"133","adansonia za",NA,FALSE,"Adansonia za",NA,FALSE,"iPlant_TNRS","1","Baill.","http://www.tropicos.org/Name/3900455",11
"134","agathis borneensis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"135","aglaia glabrata",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"136","alphitonia excelsa",NA,FALSE,"Alphitonia excelsa",NA,FALSE,"iPlant_TNRS","1","(Fenzl) Reissek ex Benth.","http://www.tropicos.org/Name/100286031",11
"137","alphonsea monogyna",NA,FALSE,"Alphonsea monogyna",NA,FALSE,"iPlant_TNRS","1","Merr. & Chun","http://www.tropicos.org/Name/1602752",11
"138","amphipterygium adstringens",NA,FALSE,"Amphipterygium adstringens",NA,FALSE,"iPlant_TNRS","1","(Schltdl.) Standl.","http://www.tropicos.org/Name/16800004",11
"139","amyxa pluricornis",NA,FALSE,"Amyxa pluricornis",NA,FALSE,"iPlant_TNRS","1","(Radlk.) Domke","http://www.tropicos.org/Name/50296273",11
"140","antirrhea trichantha",NA,FALSE,"Pittoniotis trichantha",1000011255,TRUE,"iPlant_TNRS","0.98","Griseb.","http://www.tropicos.org/Name/27903746",7
"141","apoplanesia paniculata",NA,FALSE,"Apoplanesia paniculata",NA,FALSE,"iPlant_TNRS","1","C. Presl","http://www.tropicos.org/Name/13047084",11
"142","araucaria hunsteinii",1000020888,FALSE,"Titanodendron hunsteinii",NA,FALSE,"iPlant_TNRS","1","(K. Schum.) A.V.Bobrov & Melikyan","http://www.tropicos.org/Name/100268937",10
"143","aspidosperma cruenta",NA,FALSE,"Aspidosperma desmanthum",1000000969,TRUE,"iPlant_TNRS","0.94","Benth. ex Müll. Arg.","http://www.tropicos.org/Name/1800106",7
"144","aspidosperma tomentosum",49981,FALSE,"Aspidosperma tomentosum",49981,FALSE,"iPlant_TNRS","1","Mart.","http://www.tropicos.org/Name/1802208",2
"145","austromyrtus bidwillii",NA,FALSE,"Gossia bidwillii",1000020889,FALSE,"iPlant_TNRS","1","(Benth.) N. Snow & Guymer","http://www.tropicos.org/Name/50238673",8
"146","baccaurea ramiflora",14893,FALSE,"Baccaurea ramiflora",14893,FALSE,"iPlant_TNRS","1","Lour.","http://www.tropicos.org/Name/50056948",2
"147","barringtonia racemosa",18401,FALSE,"Barringtonia racemosa",18401,FALSE,"iPlant_TNRS","1","(L.) Spreng.","http://www.tropicos.org/Name/17900318",2
"148","bauhinia variegate",NA,FALSE,"Bauhinia variegata",19251,TRUE,"iPlant_TNRS","0.98","L.","http://www.tropicos.org/Name/13027460",7
"149","bischofia javanica",22718,FALSE,"Bischofia javanica",22718,FALSE,"iPlant_TNRS","1","Blume","http://www.tropicos.org/Name/12801991",2
"150","bourreria cumanensis",NA,FALSE,"Bourreria cumanensis",NA,FALSE,"iPlant_TNRS","1","(Loefl.) O.E. Schulz","http://www.tropicos.org/Name/4002683",11
"151","brachychiton australis",NA,FALSE,"Brachychiton australis",NA,FALSE,"iPlant_TNRS","1","A. Terracc.","http://www.tropicos.org/Name/30401452",11
"152","bursera heteresthes",NA,FALSE,"Bursera heteresthes",NA,FALSE,"iPlant_TNRS","1","Bullock","http://www.tropicos.org/Name/4700022",11
"153","bursera instabilis",NA,FALSE,"Bursera instabilis",NA,FALSE,"iPlant_TNRS","1","McVaugh & Rzed.","http://www.tropicos.org/Name/4700598",11
"154","bursera simarouba",NA,FALSE,"Bursera simaruba",227,TRUE,"iPlant_TNRS","0.98","(L.) Sarg.","http://www.tropicos.org/Name/4700231",7
"155","caesalpinia sclerocarpa",NA,FALSE,"Caesalpinia sclerocarpa",NA,FALSE,"iPlant_TNRS","1","Standl.","http://www.tropicos.org/Name/13003316",11
"156","canarium caudatum",NA,FALSE,"",NA,FALSE,"iPlant_TNRS","1","","",13
"157","canella winterana",45817,FALSE,"Canella winterana",45817,FALSE,"iPlant_TNRS","1","(L.) Gaertn.","http://www.tropicos.org/Name/5600007",2
"158","capparis aristiguetae",50069,FALSE,"Capparis",46151,FALSE,"iPlant_TNRS","0.5","L.","http://www.tropicos.org/Name/40000978",6
"159","castanopsis indica ",NA,FALSE,"",NA,FALSE,NA,NA,NA,NA,13
"160","celtis philippensis",NA,FALSE,"Celtis philippensis",NA,FALSE,"iPlant_TNRS","1","Blanco","http://www.tropicos.org/Name/33300057",11
"161","celtis tetrandra",NA,FALSE,"Celtis tetrandra",NA,FALSE,"iPlant_TNRS","1","Roxb.","http://www.tropicos.org/Name/33300179",11
"162","chrysophllum cainito",NA,FALSE,"Chrysophyllum cainito",28944,TRUE,"iPlant_TNRS","0.99","L.","http://www.tropicos.org/Name/28700679",7
"163","cipadessa baccifera",NA,FALSE,"Cipadessa baccifera",NA,FALSE,"iPlant_TNRS","1","(Roth) Miq.","http://www.tropicos.org/Name/20400001",11
"164","cleistanthus sumatranus",NA,FALSE,"Cleistanthus sumatranus",NA,FALSE,"iPlant_TNRS","1","(Miq.) Müll. Arg.","http://www.tropicos.org/Name/50056473",11
