"","submit_name","submit_bety_id","submit_in_PFT","accept_name","accept_bety_id","accept_in_PFT","sourceid","score","authority","uri","case","use","proposed_bety_name","reviewed","bety_name"
"109","Syzygium cumini",36558,TRUE,"Syzygium cumini",36558,TRUE,"iPlant_TNRS",1,"(L.) Skeels","http://www.tropicos.org/Name/22102113",1,"submit","Syzygium cumini",TRUE,"Syzygium cumini"
"110","Tabebuia rosea",2834,TRUE,"Tabebuia rosea",2834,TRUE,"iPlant_TNRS",1,"(Bertol.) DC.","http://www.tropicos.org/Name/3700648",1,"submit","Tabebuia rosea",TRUE,"Tabebuia rosea"
"111","Tachigali versicolor",50999,TRUE,"Tachigali versicolor",50999,TRUE,"iPlant_TNRS",1,"Standl. & L.O. Williams","http://www.tropicos.org/Name/13001906",1,"submit","Tachigali versicolor",TRUE,"Tachigali versicolor"
"112","Tapirira guianensis",1000014356,TRUE,"Tapirira guianensis",1000014356,TRUE,"iPlant_TNRS",1,"Aubl.","http://www.tropicos.org/Name/1300281",1,"submit","Tapirira guianensis",TRUE,"Tapirira guianensis"
"113","Terminalia amazonia",1000014401,TRUE,"Terminalia amazonia",1000014401,TRUE,"iPlant_TNRS",1,"(J.F. Gmel.) Exell","http://www.tropicos.org/Name/8200207",1,"submit","Terminalia amazonia",TRUE,"Terminalia amazonia"
"114","Trattinnickia aspera",1000014798,TRUE,"Trattinnickia aspera",1000014798,TRUE,"iPlant_TNRS",1,"(Standl.) Swart","http://www.tropicos.org/Name/4700241",1,"submit","Trattinnickia aspera",TRUE,"Trattinnickia aspera"
"115","Virola sebifera",25996,TRUE,"Virola sebifera",25996,TRUE,"iPlant_TNRS",1,"Aubl.","http://www.tropicos.org/Name/21800101",1,"submit","Virola sebifera",TRUE,"Virola sebifera"
"116","Vismia billbergiana",1000015206,TRUE,"Vismia billbergiana",1000015206,TRUE,"iPlant_TNRS",1,"Beurl.","http://www.tropicos.org/Name/7800776",1,"submit","Vismia billbergiana",TRUE,"Vismia billbergiana"
"117","Vochysia ferruginea",1000015271,TRUE,"Vochysia ferruginea",1000015271,TRUE,"iPlant_TNRS",1,"Mart.","http://www.tropicos.org/Name/34100141",1,"submit","Vochysia ferruginea",TRUE,"Vochysia ferruginea"
"118","Vochysia thyrsoidea",1000020878,TRUE,"Vochysia thyrsoidea",1000020878,TRUE,"iPlant_TNRS",1,"Pohl","http://www.tropicos.org/Name/50184812",1,"submit","Vochysia thyrsoidea",TRUE,"Vochysia thyrsoidea"
"119","Xylopia macrantha",1000015453,TRUE,"Xylopia macrantha",1000015453,TRUE,"iPlant_TNRS",1,"Triana & Planch.","http://www.tropicos.org/Name/1600511",1,"submit","Xylopia macrantha",TRUE,"Xylopia macrantha"
"120","Zanthoxylum panamense",51088,TRUE,"Zanthoxylum panamense",51088,TRUE,"iPlant_TNRS",1,"P. Wilson","http://www.tropicos.org/Name/28100631",1,"submit","Zanthoxylum panamense",TRUE,"Zanthoxylum panamense"
"121","Zuelania guidonia",51093,TRUE,"Zuelania guidonia",51093,TRUE,"iPlant_TNRS",1,"(Sw.) Britton & Millsp.","http://www.tropicos.org/Name/13200529",1,"submit","Zuelania guidonia",TRUE,"Zuelania guidonia"
"122","Aspidosperma tomentosum",49981,FALSE,"Aspidosperma tomentosum",49981,FALSE,"iPlant_TNRS",1,"Mart.","http://www.tropicos.org/Name/1802208",2,"submit","Aspidosperma tomentosum",TRUE,"Aspidosperma tomentosum"
"123","Baccaurea ramiflora",14893,FALSE,"Baccaurea ramiflora",14893,FALSE,"iPlant_TNRS",1,"Lour.","http://www.tropicos.org/Name/50056948",2,"submit","Baccaurea ramiflora",TRUE,"Baccaurea ramiflora"
"124","Barringtonia racemosa",18401,FALSE,"Barringtonia racemosa",18401,FALSE,"iPlant_TNRS",1,"(L.) Spreng.","http://www.tropicos.org/Name/17900318",2,"submit","Barringtonia racemosa",TRUE,"Barringtonia racemosa"
"125","Bischofia javanica",22718,FALSE,"Bischofia javanica",22718,FALSE,"iPlant_TNRS",1,"Blume","http://www.tropicos.org/Name/12801991",2,"submit","Bischofia javanica",TRUE,"Bischofia javanica"
"126","Canella winterana",45817,FALSE,"Canella winterana",45817,FALSE,"iPlant_TNRS",1,"(L.) Gaertn.","http://www.tropicos.org/Name/5600007",2,"submit","Canella winterana",TRUE,"Canella winterana"
"127","Gnetum gnemon",48766,FALSE,"Gnetum gnemon",48766,FALSE,"iPlant_TNRS",1,"L.","http://www.tropicos.org/Name/14300128",2,"submit","Gnetum gnemon",TRUE,"Gnetum gnemon"
"128","Gossia bidwillii",1000020889,FALSE,"Gossia bidwillii",1000020889,FALSE,"iPlant_TNRS",1,"(Benth.) N. Snow & Guymer","http://www.tropicos.org/Name/50238673",2,"submit","Gossia bidwillii",TRUE,"Gossia bidwillii"
"129","Guapira",5467,FALSE,"Guapira",5467,FALSE,"iPlant_TNRS",1,"Aubl.","http://www.tropicos.org/Name/40017912",2,"submit","Guapira",TRUE,"Guapira"
"130","Hibiscus",19743,FALSE,"Hibiscus",19743,FALSE,"iPlant_TNRS",1,"L.","http://www.tropicos.org/Name/40025797",2,"submit","Hibiscus",TRUE,"Hibiscus"
"131","Horsfieldia",24048,FALSE,"Horsfieldia",24048,FALSE,"iPlant_TNRS",1,"Willd.","http://www.tropicos.org/Name/40027709",2,"submit","Horsfieldia",TRUE,"Horsfieldia"
"132","Illicium floridanum",32425,FALSE,"Illicium floridanum",32425,FALSE,"iPlant_TNRS",1,"J. Ellis","http://www.tropicos.org/Name/19300028",2,"submit","Illicium floridanum",TRUE,"Illicium floridanum"
"133","Miconia",5736,FALSE,"Miconia",5736,FALSE,"iPlant_TNRS",1,"Ruiz & Pav.","http://www.tropicos.org/Name/40018467",2,"submit","Miconia",TRUE,"Miconia"
"134","Nephelium lappaceum",21315,FALSE,"Nephelium lappaceum",21315,FALSE,"iPlant_TNRS",1,"L.","http://www.tropicos.org/Name/50009191",2,"submit","Nephelium lappaceum",TRUE,"Nephelium lappaceum"
"135","Ouratea hexasperma",50687,FALSE,"Ouratea hexasperma",50687,FALSE,"iPlant_TNRS",1,"(A. St.-Hil.) Baill.","http://www.tropicos.org/Name/50044290",2,"submit","Ouratea hexasperma",TRUE,"Ouratea hexasperma"
"136","Podocarpus latifolius",1050,FALSE,"Podocarpus latifolius",1050,FALSE,"iPlant_TNRS",1,"(Thunb.) R. Br. ex Mirb.","http://www.tropicos.org/Name/25600041",2,"submit","Podocarpus latifolius",TRUE,"Podocarpus latifolius"
"137","Podocarpus neriifolius",33546,FALSE,"Podocarpus neriifolius",33546,FALSE,"iPlant_TNRS",1,"D. Don","http://www.tropicos.org/Name/25600056",2,"submit","Podocarpus neriifolius",TRUE,"Podocarpus neriifolius"
"138","Trema orientalis",3418,FALSE,"Trema orientalis",3418,FALSE,"iPlant_TNRS",1,"(L.) Blume","http://www.tropicos.org/Name/33300010",2,"submit","Trema orientalis",TRUE,"Trema orientalis"
"139","Simarouba glauca",13388,TRUE,"Simarouba amara",50962,TRUE,"iPlant_TNRS",1,"Aubl.","http://www.tropicos.org/Name/29400090",3,"submit","Simarouba glauca",TRUE,"Simarouba glauca"
"140","Coursetia arborea",50163,FALSE,"Coursetia ferruginea",1000003609,TRUE,"iPlant_TNRS",1,"(Kunth) Lavin","http://www.tropicos.org/Name/13069025",5,"submit","Coursetia arborea",TRUE,"Coursetia arborea"
"141","Capparis aristiguetae",50069,FALSE,"Capparis",46151,FALSE,"iPlant_TNRS",0.5,"L.","http://www.tropicos.org/Name/40000978",6,"submit","Capparis aristiguetae",TRUE,"Capparis aristiguetae"
"142","Homalium moultonii",1000020882,FALSE,"Homalium",22750,FALSE,"iPlant_TNRS",0.5,"Jacq.","http://www.tropicos.org/Name/40027071",6,"submit","Homalium moultonii",TRUE,"Homalium moultonii"
"143","Nectandra purpurascens",1000020884,FALSE,"Nectandra",19730,FALSE,"iPlant_TNRS",0.5,"Rol. ex Rottb.","http://www.tropicos.org/Name/40025736",6,"submit","Nectandra purpurascens",TRUE,"Nectandra purpurascens"
"144","Shorea faguetiana",1000020885,FALSE,"Shorea",8847,FALSE,"iPlant_TNRS",0.5,"Roxb. ex C.F. Gaertn.","http://www.tropicos.org/Name/40036194",6,"submit","Shorea faguetiana",TRUE,"Shorea faguetiana"
"145","Shorea mecistopteryx",1000020886,FALSE,"Shorea",8847,FALSE,"iPlant_TNRS",0.5,"Roxb. ex C.F. Gaertn.","http://www.tropicos.org/Name/40036194",6,"submit","Shorea mecistopteryx",TRUE,"Shorea mecistopteryx"
"146","Trichospermum pleiostigma",1000020887,FALSE,"Trichospermum",5170,FALSE,"iPlant_TNRS",0.5,"Blume","http://www.tropicos.org/Name/40017818",6,"submit","Trichospermum pleiostigma",TRUE,"Trichospermum pleiostigma"
"147","Acinodendron pohlianum",NA,FALSE,"Miconia leucocarpa",1000020880,TRUE,"iPlant_TNRS",1,"DC.","http://www.tropicos.org/Name/20301140",7,"accept","Miconia leucocarpa",TRUE,"Miconia leucocarpa"
"148","Antirrhea trichantha",NA,FALSE,"Pittoniotis trichantha",1000011255,TRUE,"iPlant_TNRS",0.98,"Griseb.","http://www.tropicos.org/Name/27903746",7,"accept","Pittoniotis trichantha",TRUE,"Pittoniotis trichantha"
"149","Aspidosperma cruenta",NA,FALSE,"Aspidosperma desmanthum",1000000969,TRUE,"iPlant_TNRS",0.94,"Benth. ex Müll. Arg.","http://www.tropicos.org/Name/1800106",7,"accept","Aspidosperma desmanthum",TRUE,"Aspidosperma desmanthum"
"150","Bauhinia variegate",NA,FALSE,"Bauhinia variegata",19251,TRUE,"iPlant_TNRS",0.98,"L.","http://www.tropicos.org/Name/13027460",7,"accept","Bauhinia variegata",TRUE,"Bauhinia variegata"
"151","Bursera simarouba",NA,FALSE,"Bursera simaruba",227,TRUE,"iPlant_TNRS",0.98,"(L.) Sarg.","http://www.tropicos.org/Name/4700231",7,"accept","Bursera simaruba",TRUE,"Bursera simaruba"
"152","Chrysophllum cainito",NA,FALSE,"Chrysophyllum cainito",28944,TRUE,"iPlant_TNRS",0.99,"L.","http://www.tropicos.org/Name/28700679",7,"accept","Chrysophyllum cainito",TRUE,"Chrysophyllum cainito"
"153","Hymenaea stignocarpa",NA,FALSE,"Hymenaea stigonocarpa",1000020879,TRUE,"iPlant_TNRS",0.99,"Mart. ex Hayne","http://www.tropicos.org/Name/13020524",7,"accept","Hymenaea stigonocarpa",TRUE,"Hymenaea stigonocarpa"
"154","Hymenea courbaril",NA,FALSE,"Hymenaea courbaril",27020,TRUE,"iPlant_TNRS",0.98,"L.","http://www.tropicos.org/Name/13005950",7,"accept","Hymenaea courbaril",TRUE,"Hymenaea courbaril"
"155","Miconia pohliana",NA,FALSE,"Miconia leucocarpa",1000020880,TRUE,"iPlant_TNRS",1,"DC.","http://www.tropicos.org/Name/20301140",7,"accept","Miconia leucocarpa",TRUE,"Miconia leucocarpa"
"156","Myrsine ferruginea",NA,FALSE,"Myrsine coriacea subsp. coriacea",1000020881,TRUE,"iPlant_TNRS",1,"","http://www.tropicos.org/Name/50096857",7,"accept","Myrsine coriacea subsp. coriacea",TRUE,"Myrsine coriacea subsp. coriacea"
"157","Austromyrtus bidwillii",NA,FALSE,"Gossia bidwillii",1000020889,FALSE,"iPlant_TNRS",1,"(Benth.) N. Snow & Guymer","http://www.tropicos.org/Name/50238673",8,"accept","Gossia bidwillii",TRUE,"Gossia bidwillii"
"158","Eugenia ampullaria",NA,FALSE,"Syzygium ampullarium",1000020892,FALSE,"iPlant_TNRS",1,"(Stapf) Merr. & L.M. Perry","http://www.tropicos.org/Name/100263734",8,"accept","Syzygium ampullarium",TRUE,"Syzygium ampullarium"
"159","Eugenia bankensis",NA,FALSE,"Syzygium bankense",1000020893,FALSE,"iPlant_TNRS",1,"(Hassk.) Merr. & L.M. Perry","http://www.tropicos.org/Name/100263780",8,"accept","Syzygium bankense",TRUE,"Syzygium bankense"
"160","Eugenia muelleri",NA,FALSE,"Syzygium muelleri",1000020894,FALSE,"iPlant_TNRS",1,"(Miq.) Miq.","http://www.tropicos.org/Name/100264357",8,"accept","Syzygium muelleri",TRUE,"Syzygium muelleri"
"161","Millettia cubitti",NA,FALSE,"Millettia cubittii",1000020897,FALSE,"iPlant_TNRS",0.98,"Dunn","http://www.tropicos.org/Name/13060114",8,"accept","Millettia cubittii",TRUE,"Millettia cubittii"
"162","Piptadenia constricta",NA,FALSE,"Piptadenia obliqua",1000020898,FALSE,"iPlant_TNRS",1,"(Pers.) J.F. Macbr.","http://www.tropicos.org/Name/13012488",8,"accept","Piptadenia obliqua",TRUE,"Piptadenia obliqua"
"163","Syzygium latilimbum",NA,FALSE,"Syzygium megacarpum",1000020899,FALSE,"iPlant_TNRS",1,"Rathakr. & N.C. Nair","http://www.tropicos.org/Name/50309219",8,"accept","Syzygium megacarpum",TRUE,"Syzygium megacarpum"
"164","Aegiphila lhotzkiana",49913,TRUE,"Aegiphila verticillata",NA,FALSE,"iPlant_TNRS",1,"Vell.","http://www.tropicos.org/Name/50214172",9,"submit","Aegiphila lhotzkiana",TRUE,"Aegiphila lhotzkiana"
"165","Aegiphila sellowiana",1000000238,TRUE,"Aegiphila verticillata",NA,FALSE,"iPlant_TNRS",1,"Vell.","http://www.tropicos.org/Name/50214172",9,"submit","Aegiphila sellowiana",TRUE,"Aegiphila sellowiana"
"166","Caesalpinia eriostachys",1000001917,TRUE,"Poincianella eriostachys",NA,FALSE,"iPlant_TNRS",1,"(Benth.) Britton & Rose","http://www.tropicos.org/Name/13015217",9,"submit","Caesalpinia eriostachys",TRUE,"Caesalpinia eriostachys"
"167","Capparis indica",46256,TRUE,"Quadrella indica",NA,FALSE,"iPlant_TNRS",1,"(L.) Iltis & Cornejo","http://www.tropicos.org/Name/50298080",9,"submit","Capparis indica",TRUE,"Capparis indica"
"168","Lonchocarpus muehlbergianus",1000020869,TRUE,"Dahlstedtia muehlbergiana",NA,FALSE,"iPlant_TNRS",1,"(Hassl.) M.J. Silva & A.M.G. Azevedo","http://www.tropicos.org/Name/100381684",9,"submit","Lonchocarpus muehlbergianus",TRUE,"Lonchocarpus muehlbergianus"
"169","Sclerolobium paniculatum",1000013036,TRUE,"Tachigali vulgaris",NA,FALSE,"iPlant_TNRS",1,"L.F. Gomes da Silva & H.C. Lima","http://www.tropicos.org/Name/50317942",9,"submit","Sclerolobium paniculatum",TRUE,"Sclerolobium paniculatum"
"170","Araucaria hunsteinii",1000020888,FALSE,"Titanodendron hunsteinii",NA,FALSE,"iPlant_TNRS",1,"(K. Schum.) A.V.Bobrov & Melikyan","http://www.tropicos.org/Name/100268937",10,"submit","Araucaria hunsteinii",TRUE,"Araucaria hunsteinii"
"171","Cochlospermum gillivraei",1000020890,FALSE,"Maximilianea gillivraei",NA,FALSE,"iPlant_TNRS",1,"(Benth.) Kuntze","http://www.tropicos.org/Name/100220654",10,"submit","Cochlospermum gillivraei",TRUE,"Cochlospermum gillivraei"
"172","Cordia inermis",1000020891,FALSE,"Varronia inermis",NA,FALSE,"iPlant_TNRS",1,"(Mill.) Borhidi","http://www.tropicos.org/Name/50287395",10,"submit","Cordia inermis",TRUE,"Cordia inermis"
"173","Drimys winteri",40294,FALSE,"Drimys granadensis var. mexicana",NA,FALSE,"iPlant_TNRS",1,"(DC.) A.C. Sm.","http://www.tropicos.org/Name/34200011",10,"submit","Drimys winteri",TRUE,"Drimys winteri"
"174","Harpullia cupanioides",1000020895,FALSE,"Harpullia ramiflora",NA,FALSE,"iPlant_TNRS",1,"Radlk.","http://www.tropicos.org/Name/100398304",10,"submit","Harpullia cupanioides",TRUE,"Harpullia cupanioides"
"175","Lonchocarpus dipteroneurus",49882,FALSE,"Lonchocarpus pubescens",NA,FALSE,"iPlant_TNRS",1,"(Willd.) DC.","http://www.tropicos.org/Name/13022005",10,"submit","Lonchocarpus dipteroneurus",TRUE,"Lonchocarpus dipteroneurus"
"176","Xerospermum laevigatum",1000020900,FALSE,"Xerospermum",NA,FALSE,"iPlant_TNRS",0.5,"Blume","http://www.tropicos.org/Name/40027368",10,"submit","Xerospermum laevigatum",TRUE,"Xerospermum laevigatum"
"177","Adansonia rubrostipa",NA,FALSE,"Adansonia rubrostipa",NA,FALSE,"iPlant_TNRS",1,"Jum. & H. Perrier","http://www.tropicos.org/Name/3900453",11,"submit","Adansonia rubrostipa",TRUE,"Adansonia rubrostipa"
"178","Adansonia za",NA,FALSE,"Adansonia za",NA,FALSE,"iPlant_TNRS",1,"Baill.","http://www.tropicos.org/Name/3900455",11,"submit","Adansonia za",TRUE,"Adansonia za"
"179","Alphitonia excelsa",NA,FALSE,"Alphitonia excelsa",NA,FALSE,"iPlant_TNRS",1,"(Fenzl) Reissek ex Benth.","http://www.tropicos.org/Name/100286031",11,"submit","Alphitonia excelsa",TRUE,"Alphitonia excelsa"
"180","Alphonsea monogyna",NA,FALSE,"Alphonsea monogyna",NA,FALSE,"iPlant_TNRS",1,"Merr. & Chun","http://www.tropicos.org/Name/1602752",11,"submit","Alphonsea monogyna",TRUE,"Alphonsea monogyna"
"181","Amphipterygium adstringens",NA,FALSE,"Amphipterygium adstringens",NA,FALSE,"iPlant_TNRS",1,"(Schltdl.) Standl.","http://www.tropicos.org/Name/16800004",11,"submit","Amphipterygium adstringens",TRUE,"Amphipterygium adstringens"
"182","Amyxa pluricornis",NA,FALSE,"Amyxa pluricornis",NA,FALSE,"iPlant_TNRS",1,"(Radlk.) Domke","http://www.tropicos.org/Name/50296273",11,"submit","Amyxa pluricornis",TRUE,"Amyxa pluricornis"
"183","Apoplanesia paniculata",NA,FALSE,"Apoplanesia paniculata",NA,FALSE,"iPlant_TNRS",1,"C. Presl","http://www.tropicos.org/Name/13047084",11,"submit","Apoplanesia paniculata",TRUE,"Apoplanesia paniculata"
"184","Bourreria cumanensis",NA,FALSE,"Bourreria cumanensis",NA,FALSE,"iPlant_TNRS",1,"(Loefl.) O.E. Schulz","http://www.tropicos.org/Name/4002683",11,"submit","Bourreria cumanensis",TRUE,"Bourreria cumanensis"
"185","Brachychiton australis",NA,FALSE,"Brachychiton australis",NA,FALSE,"iPlant_TNRS",1,"A. Terracc.","http://www.tropicos.org/Name/30401452",11,"submit","Brachychiton australis",TRUE,"Brachychiton australis"
"186","Bursera heteresthes",NA,FALSE,"Bursera heteresthes",NA,FALSE,"iPlant_TNRS",1,"Bullock","http://www.tropicos.org/Name/4700022",11,"submit","Bursera heteresthes",TRUE,"Bursera heteresthes"
"187","Bursera instabilis",NA,FALSE,"Bursera instabilis",NA,FALSE,"iPlant_TNRS",1,"McVaugh & Rzed.","http://www.tropicos.org/Name/4700598",11,"submit","Bursera instabilis",TRUE,"Bursera instabilis"
"188","Caesalpinia sclerocarpa",NA,FALSE,"Caesalpinia sclerocarpa",NA,FALSE,"iPlant_TNRS",1,"Standl.","http://www.tropicos.org/Name/13003316",11,"submit","Caesalpinia sclerocarpa",TRUE,"Caesalpinia sclerocarpa"
"189","Celtis philippensis",NA,FALSE,"Celtis philippensis",NA,FALSE,"iPlant_TNRS",1,"Blanco","http://www.tropicos.org/Name/33300057",11,"submit","Celtis philippensis",TRUE,"Celtis philippensis"
"190","Celtis tetrandra",NA,FALSE,"Celtis tetrandra",NA,FALSE,"iPlant_TNRS",1,"Roxb.","http://www.tropicos.org/Name/33300179",11,"submit","Celtis tetrandra",TRUE,"Celtis tetrandra"
"191","Cipadessa baccifera",NA,FALSE,"Cipadessa baccifera",NA,FALSE,"iPlant_TNRS",1,"(Roth) Miq.","http://www.tropicos.org/Name/20400001",11,"submit","Cipadessa baccifera",TRUE,"Cipadessa baccifera"
"192","Cleistanthus sumatranus",NA,FALSE,"Cleistanthus sumatranus",NA,FALSE,"iPlant_TNRS",1,"(Miq.) Müll. Arg.","http://www.tropicos.org/Name/50056473",11,"submit","Cleistanthus sumatranus",TRUE,"Cleistanthus sumatranus"
"193","Cnidoscolus spinosus",NA,FALSE,"Cnidoscolus spinosus",NA,FALSE,"iPlant_TNRS",1,"Lundell","http://www.tropicos.org/Name/12805203",11,"submit","Cnidoscolus spinosus",TRUE,"Cnidoscolus spinosus"
"194","Cordia elaeagnoides",NA,FALSE,"Cordia elaeagnoides",NA,FALSE,"iPlant_TNRS",1,"DC.","http://www.tropicos.org/Name/4002674",11,"submit","Cordia elaeagnoides",TRUE,"Cordia elaeagnoides"
"195","Corymbia erythrophloia",NA,FALSE,"Corymbia erythrophloia",NA,FALSE,"iPlant_TNRS",1,"(Blakely) K.D. Hill & L.A.S. Johnson","http://www.tropicos.org/Name/100172611",11,"submit","Corymbia erythrophloia",TRUE,"Corymbia erythrophloia"
"196","Cosmibuena valerioi",NA,FALSE,"Cosmibuena valerioi",NA,FALSE,"iPlant_TNRS",1,"(Standl.) C.M. Taylor","http://www.tropicos.org/Name/27909344",11,"submit","Cosmibuena valerioi",TRUE,"Cosmibuena valerioi"
"197","Croton crassifolius",NA,FALSE,"Croton crassifolius",NA,FALSE,"iPlant_TNRS",1,"Geiseler","http://www.tropicos.org/Name/50064912",11,"submit","Croton crassifolius",TRUE,"Croton crassifolius"
"198","Diospyros hermaphroditica",NA,FALSE,"Diospyros hermaphroditica",NA,FALSE,"iPlant_TNRS",1,"(Zoll.) Bakh. ex Steenis","http://www.tropicos.org/Name/100324663",11,"submit","Diospyros hermaphroditica",TRUE,"Diospyros hermaphroditica"
"199","Drimys insipida",NA,FALSE,"Drimys insipida",NA,FALSE,"iPlant_TNRS",1,"(R. Br. ex DC.) Druce","http://www.tropicos.org/Name/50108868",11,"submit","Drimys insipida",TRUE,"Drimys insipida"
"200","Eriotheca pubescens",NA,FALSE,"Eriotheca pubescens",NA,FALSE,"iPlant_TNRS",1,"(Mart. & Zucc.) Schott & Endl.","http://www.tropicos.org/Name/3900479",11,"submit","Eriotheca pubescens",TRUE,"Eriotheca pubescens"
"201","Esenbeckia nesiotica",NA,FALSE,"Esenbeckia nesiotica",NA,FALSE,"iPlant_TNRS",1,"Standl.","http://www.tropicos.org/Name/28100108",11,"submit","Esenbeckia nesiotica",TRUE,"Esenbeckia nesiotica"
"202","Ficus concinna",NA,FALSE,"Ficus concinna",NA,FALSE,"iPlant_TNRS",1,"(Miq.) Miq.","http://www.tropicos.org/Name/50132046",11,"submit","Ficus concinna",TRUE,"Ficus concinna"
"203","Gnetum costatum",NA,FALSE,"Gnetum costatum",NA,FALSE,"iPlant_TNRS",1,"K. Sch.","http://www.tropicos.org/Name/14300144",11,"submit","Gnetum costatum",TRUE,"Gnetum costatum"
"204","Guapira areolata",NA,FALSE,"Guapira areolata",NA,FALSE,"iPlant_TNRS",1,"(Heimerl) Lundell","http://www.tropicos.org/Name/22500644",11,"submit","Guapira areolata",TRUE,"Guapira areolata"
"205","Heliocarpus pallidus",NA,FALSE,"Heliocarpus pallidus",NA,FALSE,"iPlant_TNRS",1,"Rose","http://www.tropicos.org/Name/32200607",11,"submit","Heliocarpus pallidus",TRUE,"Heliocarpus pallidus"
"206","Homalanthus novoguineensis",NA,FALSE,"Homalanthus novoguineensis",NA,FALSE,"iPlant_TNRS",1,"(Warb.) K. Schum.","http://www.tropicos.org/Name/50250189",11,"submit","Homalanthus novoguineensis",TRUE,"Homalanthus novoguineensis"
"207","Idiospermum australiense",NA,FALSE,"Idiospermum australiense",NA,FALSE,"iPlant_TNRS",1,"(Diels) S.T. Blake","http://www.tropicos.org/Name/100355716",11,"submit","Idiospermum australiense",TRUE,"Idiospermum australiense"
"208","Lasiococca comberi",NA,FALSE,"Lasiococca comberi",NA,FALSE,"iPlant_TNRS",1,"Haines","http://www.tropicos.org/Name/50049911",11,"submit","Lasiococca comberi",TRUE,"Lasiococca comberi"
"209","Macaranga denticulata",NA,FALSE,"Macaranga denticulata",NA,FALSE,"iPlant_TNRS",1,"(Blume) Müll. Arg.","http://www.tropicos.org/Name/12800072",11,"submit","Macaranga denticulata",TRUE,"Macaranga denticulata"
"210","Millettia leptobotrya",NA,FALSE,"Millettia leptobotrya",NA,FALSE,"iPlant_TNRS",1,"Dunn","http://www.tropicos.org/Name/13060147",11,"submit","Millettia leptobotrya",TRUE,"Millettia leptobotrya"
"211","Oreopanax nubigenus",NA,FALSE,"Oreopanax nubigenus",NA,FALSE,"iPlant_TNRS",1,"Standl.","http://www.tropicos.org/Name/2200778",11,"submit","Oreopanax nubigenus",TRUE,"Oreopanax nubigenus"
"212","Protium",NA,FALSE,"Protium",NA,FALSE,"iPlant_TNRS",1,"Burm. f.","http://www.tropicos.org/Name/40016610",11,"submit","Protium",TRUE,"Protium"
"213","Quercus oleoides",NA,FALSE,"Quercus oleoides",NA,FALSE,"iPlant_TNRS",1,"Schltdl. & Cham.","http://www.tropicos.org/Name/13100316",11,"submit","Quercus oleoides",TRUE,"Quercus oleoides"
"214","Rehdera trinervis",NA,FALSE,"Rehdera trinervis",NA,FALSE,"iPlant_TNRS",1,"(S.F. Blake) Moldenke","http://www.tropicos.org/Name/33702467",11,"submit","Rehdera trinervis",TRUE,"Rehdera trinervis"
"215","Ruprechtia fusca",NA,FALSE,"Ruprechtia fusca",NA,FALSE,"iPlant_TNRS",1,"Fernald","http://www.tropicos.org/Name/50148878",11,"submit","Ruprechtia fusca",TRUE,"Ruprechtia fusca"
"216","Schefflera pittieri",NA,FALSE,"Schefflera pittieri",NA,FALSE,"iPlant_TNRS",1,"Harms","http://www.tropicos.org/Name/2200765",11,"submit","Schefflera pittieri",TRUE,"Schefflera pittieri"
"217","Streblus asper",NA,FALSE,"Streblus asper",NA,FALSE,"iPlant_TNRS",1,"Lour.","http://www.tropicos.org/Name/50064863",11,"submit","Streblus asper",TRUE,"Streblus asper"
"218","Syzygium szemaoense",NA,FALSE,"Syzygium szemaoense",NA,FALSE,"iPlant_TNRS",1,"Merr. & L.M. Perry","http://www.tropicos.org/Name/22107541",11,"submit","Syzygium szemaoense",TRUE,"Syzygium szemaoense"
"219","Trichilia dregeana",NA,FALSE,"Trichilia dregeana",NA,FALSE,"iPlant_TNRS",1,"Sond.","http://www.tropicos.org/Name/20400492",11,"submit","Trichilia dregeana",TRUE,"Trichilia dregeana"
"220","Turpinia pomifera",NA,FALSE,"Turpinia pomifera",NA,FALSE,"iPlant_TNRS",1,"(Roxb.) DC.","http://www.tropicos.org/Name/50092419",11,"submit","Turpinia pomifera",TRUE,"Turpinia pomifera"
"221","Zygogynum pancheri",NA,FALSE,"Zygogynum pancheri",NA,FALSE,"iPlant_TNRS",1,"(Baill.) Vink","http://www.tropicos.org/Name/50197622",11,"submit","Zygogynum pancheri",TRUE,"Zygogynum pancheri"
"222","Michelia hypolampra",NA,FALSE,"Michelia gioi",NA,FALSE,"iPlant_TNRS",1,"(A. Chev.) Sima & Hong Yu","http://www.tropicos.org/Name/50333308",12,"accept","Michelia gioi",TRUE,"Magnolia hypolampra"
"223","Byrsonima crassa",1000020864,TRUE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Byrsonima crassa",TRUE,"Byrsonima crassa"
"224","Symplocos mosenii",1000020877,TRUE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Symplocos mosenii",TRUE,"Symplocos mosenii"
"225","Agathis borneensis",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Agathis borneensis",TRUE,"Agathis borneensis"
"226","Aglaia glabrata",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Aglaia glabrata",TRUE,"Aglaia glabrata"
"227","Canarium caudatum",NA,FALSE,"",NA,FALSE,"iPlant_TNRS",1,"","",13,"submit","Canarium caudatum",TRUE,"Canarium caudatum"
"228","Castanopsis indica ",NA,FALSE,"",NA,FALSE,NA,NA,NA,NA,13,"submit","Castanopsis indica ",TRUE,"Castanopsis indica"
