"","ksat","kl","P50","ax","lat","lon","SLA","WD","species","citation_id"
"256",3.89,0.000468,-2.3,NA,21.9,101.7666667,NA,0.61,"Cipadessa baccifera",1000000084
"257",1.57,0.000169,-3.4,NA,21.9,101.7666667,NA,0.71,"Cleistanthus sumatranus",1000000084
"258",4.07,0.000438,-1.6,NA,21.9,101.7666667,NA,0.63,"Croton crassifolius",1000000084
"259",7.74,0.000985,-1.4,NA,21.9,101.7666667,NA,0.61,"Lagerstroemia tomentosa",1000000084
"260",2.12,0.000223,-2,NA,21.9,101.7666667,NA,0.69,"Lasiococca comberi",1000000084
"261",7.73,0.000777,-1.1,NA,21.9,101.7666667,NA,0.53,"Millettia cubitti",1000000084
"262",4.61,0.000236,-1.6,NA,21.9,101.7666667,NA,0.63,"Millettia leptobotrya",1000000084
"263",2.01,0.000387,-4.1,NA,21.9,101.7666667,NA,0.72,"Pistacia weinmannifolia",1000000084
"264",6.15,0.000603,-1.2,NA,21.9,101.7666667,7.413102413,0.61,"Syzygium cumini",1000000084
"265",4.57,0.000416,-2,NA,21.9,101.7666667,NA,0.64,"Syzygium latilimbum",1000000084
"266",8.06,0.000697,-1.3,NA,21.9,101.7666667,NA,0.53,"Syzygium szemaoense",1000000084
"267",2.73,0.000501,-2.2,NA,21.9,101.7666667,NA,0.58,"Turpinia pomifera",1000000084
"268",NA,NA,-3.2,58.46153846,9.166666667,-79.846036,NA,0.520307692,"Cordia alliodora",1000000068
"269",NA,NA,-1.6,63.33333333,9.166666667,-79.846036,NA,0.4,"Ficus citrifolia",1000000068
"270",NA,NA,-1.8,14.07407407,9.166666667,-79.846036,NA,NA,"Ouratea lucens",1000000068
"271",9.1,0.0018,-3.3,18.0952381,9.166666667,-79.846036,10.27,0.51,"Annona glabra",1000000136
"272",4.0426,0.000670722,-3.074643425,14.17986293,9.16666667,-79.11666667,15.2912,0.57106,"Alseis blackiana",1000000067
"273",8.0085376,0.001325324,-0.434398757,71.35798787,9.16666667,-79.11666667,26.769148,0.44668,"Croton billbergianus",1000000067
"274",6.6344588,0.001207007,-1.359056703,40.97292312,9.16666667,-79.11666667,36.78721,0.30128,"Erythrina costaricensis",1000000067
"275",5.8039816,0.000917559,-1.435378143,30.05014163,9.16666667,-79.11666667,21.091442,0.47282,"Eugenia nesiotica",1000000067
"276",1.27166,0.000191062,-3.996514316,11.26112425,9.16666667,-79.11666667,18.856968,0.5132833,"Faramea occidentalis",1000000067
"277",1.093745,0.000303322,-1.598452836,50.55533823,9.16666667,-79.11666667,16.345402,0.39436,"Gustavia superba",1000000067
"278",1.8498364,0.000285028,-4.495364579,17.63828247,9.16666667,-79.11666667,19.40248,0.45516,"Inga vera",1000000067
"279",8.04222,0.001437552,-2.027483016,39.81884936,9.16666667,-79.11666667,19.5426,0.4074,"Luehea seemannii",1000000067
"280",2.1880484,0.000471854,-0.779175224,59.04399617,9.16666667,-79.11666667,15.231692,0.58236,"Miconia argentea",1000000067
"281",1.373471,0.000533683,-1.572874874,27.49481716,9.16666667,-79.11666667,44.52742,0.4301167,"Senna dariensis",1000000067
"282",0.6830346,0.000240593,-3.403316231,12.87741815,9.16666667,-79.11666667,22.059242,0.56028,"Terminalia amazonia",1000000067
"283",2.3815075,0.001093299,-2.631534516,20.84928618,9.16666667,-79.11666667,22.878338,0.3847167,"Vismia billbergiana",1000000067
"284",1.318958,0.000460579,-2.65370924,15.08845143,9.16666667,-79.11666667,23.18995,0.41306,"Xylopia macrantha",1000000067
"285",6.8690662,0.000741532,-2.589694304,21.27978929,9.16666667,-79.11666667,23.388837,0.4267,"Zanthoxylum panamense",1000000067
"286",5.26524,0.000475035,-3.53941893,19.96156217,9.16666667,-79.11666667,14.590266,0.55888,"Zuelania guidonia",1000000067
"287",7.3408,0.001241857,-2.377684574,29.04526549,9.28111111,-79.97451944,14.225738,0.35238,"Annona spraguei",1000000066
"288",9.11352,0.001275674,-2.065974143,22.86722251,9.28111111,-79.97451944,10.02136,0.53688,"Brosimum utile",1000000066
"289",9.70104,0.001545671,-0.697993285,68.20993693,9.28111111,-79.97451944,20.685776,0.28148,"Cecropia obtusifolia",1000000066
"290",11.9952,0.001724209,-0.73995332,76.89441033,9.28111111,-79.97451944,18.1148,0.26522,"Myriocarpa longipes",1000000066
"291",8.0422,0.001710931,-0.752099638,60.90441931,9.28111111,-79.97451944,13.902812,0.34366,"Piper reticulatum",1000000066
"292",6.831,0.001437636,-1.240017663,34.6898397,9.28111111,-79.97451944,15.83768,0.3469,"Pourouma bicolor",1000000066
"293",8.72496,0.001689882,-1.512397772,28.16725218,9.28111111,-79.97451944,11.547208,0.50214,"Protium panamense",1000000066
"294",6.44182,0.001624577,-0.947587384,43.32960464,9.28111111,-79.97451944,16.1094,0.38282,"Simarouba amara",1000000066
"295",1.79872,0.00076449,-2.98247997,27.72041825,9.28111111,-79.97451944,10.957978,0.58934,"Tachigali versicolor",1000000066
"296",3.3879,0.001003693,-2.855256864,25.57114338,9.28111111,-79.97451944,11.745478,0.55584,"Tapirira guianensis",1000000066
"297",5.22424,0.000981601,-1.99214399,27.73510435,9.28111111,-79.97451944,10.12885,0.4869,"Virola sebifera",1000000066
